,call_oi_total,call_cog,call_disp,call_otm_share,call_far_share,call_wall,call_front_share,call_churn,call_oi_growth,call_cog_chg,call_far_chg
2009-02-13,317917.0,0.06876215876156523,0.16984720375585827,0.7468710386673251,0.3618617437884731,0.0016330974414806576,0.6588197548416725,0.7191814215660062,0.016290274414728856,-0.0276986085077619,-0.2109242399700793
2009-02-16,322307.0,0.07100412311489326,0.16823736915581464,0.7675849423065586,0.36439481612251673,0.045464643692580964,0.6453753719280065,0.4275768134108164,0.013714165058180683,0.0022419643533280326,0.002533072334043651
2009-02-17,340660.0,0.09343337422717472,0.16797952247728024,0.8450214289907826,0.5083807902307286,0.04635578768327919,0.6072682439969471,0.4903510831914519,0.05538040495145147,0.02242925111228146,0.14398597410821184
2009-02-18,372212.0,0.08948645604024011,0.16116693120253958,0.8601603387316905,0.511149559928213,0.04482290251802312,0.5386231502477083,0.47492558004578034,0.08857867198678804,-0.003946918186934614,0.002768769697484408
2009-02-19,208606.0,0.12242880283330324,0.20118721522532987,0.8246455039644114,0.6206772576052463,0.059867030848754776,0.0,0.8821845967997085,-0.5790162790830742,0.032942346793063126,0.1095276976770333
2009-02-20,235827.0,0.13574350529773474,0.1965069493816425,0.8737125095938972,0.7131965381402469,0.08182666432270902,0.0,0.6047950404321812,0.12265118002885878,0.013314702464431505,0.09251928053500058
2009-02-23,258127.0,0.119370387945357,0.1882774039468383,0.8772425976360474,0.5695762163586142,0.04962727065644135,0.0,0.4148771728645202,0.09035322650429656,-0.016373117352377745,-0.14362032178163264
2009-02-24,270457.0,0.1283685937338382,0.18701768377230577,0.875891546530502,0.7016605227448356,0.0609049745157082,0.0,0.3472418905777998,0.046661408901128354,0.008998205788481192,0.13208430638622137
2009-02-25,285341.0,0.11003729813788236,0.1799808849017889,0.88255105295068,0.573422676727144,0.06815258559685256,0.0,0.49665487960019766,0.05357183550111344,-0.018331295595955824,-0.12823784601769161
2009-02-26,295748.0,0.10219949687748059,0.17631033802655072,0.8175541339248279,0.5729641451506012,0.062285329839594894,0.0,0.38504064270933364,0.035822784095786986,-0.007837801260401775,-0.00045853157654274224
2009-02-27,308884.0,0.08690679850170935,0.15384533167539144,0.8313444529337874,0.5912543220108519,0.05328988512557209,0.0,0.351054117403297,0.043458061517752,-0.015292698375771241,0.018290176860250695
2009-03-02,328697.0,0.1139625047561149,0.1553200471426741,0.8892505864063256,0.6933041676680956,0.08454233443218562,0.8861017897942483,0.5164421944830649,0.06217055188004217,0.02705570625440555,0.10204984565724362
