grid,cell,SR_pre,SR_post,dSR
QNT-14 window grid,night | us_dxy_broad|selfz|w120 | c2c,0.3103477502200956,0.3028537603307527,-0.007493989889342911
QNT-14 window grid,night | us_dxy_broad|selfz|w120 | o2o,0.3726737562259289,0.3410523582267201,-0.03162139799920882
QNT-14 window grid,night | us_dxy_broad|selfz|w120 | day,-0.4988314508359049,-0.4262213186704979,0.07261013216540702
QNT-14 window grid,night | us_dxy_broad|selfz|w120 | ongap,-0.1994471668810354,-0.1786042138519717,0.020842953029063693
QNT-14 window grid,night | us_dxy_broad|selfz|w252 | c2c,0.4154068599164782,0.4091035500934822,-0.006303309822995984
QNT-14 window grid,night | us_dxy_broad|selfz|w252 | o2o,0.4703801953353157,0.4587921710705394,-0.011588024264776342
QNT-14 window grid,night | us_dxy_broad|selfz|w252 | day,-0.4126888322120576,-0.3613241284325032,0.05136470377955438
QNT-14 window grid,night | us_dxy_broad|selfz|w252 | ongap,0.165346444973385,0.1608629821437391,-0.004483462829645901
QNT-14 window grid,night | us_dxy_broad|robustz|w60 | c2c,0.1949753694618946,0.2088504601624404,0.013875090700545822
QNT-14 window grid,night | us_dxy_broad|robustz|w60 | o2o,0.2677290914926097,0.2188178674478772,-0.0489112240447325
QNT-14 window grid,night | us_dxy_broad|robustz|w60 | day,-0.3370978481709243,-0.2415987696217348,0.09549907854918951
QNT-14 window grid,night | us_dxy_broad|robustz|w60 | ongap,-0.2874169324661711,-0.3497616214187387,-0.06234468895256756
QNT-14 window grid,night | us_dxy_broad|robustz|w120 | c2c,0.2923851817211655,0.2078989701301754,-0.08448621159099012
QNT-14 window grid,night | us_dxy_broad|robustz|w120 | o2o,0.3153439758120068,0.2788514357266118,-0.03649254008539499
QNT-14 window grid,night | us_dxy_broad|robustz|w120 | day,-0.4230762097614016,-0.417153721559908,0.005922488201493603
QNT-14 window grid,night | us_dxy_broad|robustz|w120 | ongap,-0.2389385914668571,-0.2110123497668633,0.027926241699993776
QNT-14 window grid,night | us_dxy_broad|robustz|w252 | c2c,0.3767108705567174,0.3734625319978156,-0.003248338558901831
QNT-14 window grid,night | us_dxy_broad|robustz|w252 | o2o,0.4096483450455356,0.4201033567550908,0.010455011709555206
QNT-14 window grid,night | us_dxy_broad|robustz|w252 | day,-0.3929413012944744,-0.3717418726051398,0.02119942868933461
QNT-14 window grid,night | us_dxy_broad|robustz|w252 | ongap,0.1705207172603991,0.1611367271667939,-0.009383990093605216
QNT-14 window grid,night | us_dxy_broad|bdtanh|w60 | c2c,0.1156606891862304,0.1323903214593947,0.01672963227316429
QNT-14 window grid,night | us_dxy_broad|bdtanh|w60 | o2o,0.2532737512871717,0.1636337253542933,-0.08964002593287843
QNT-14 window grid,night | us_dxy_broad|bdtanh|w60 | day,-0.4474705638267413,-0.2367631130214242,0.21070745080531708
QNT-14 window grid,night | us_dxy_broad|bdtanh|w60 | ongap,-0.214667910329712,-0.3730071103384018,-0.15833920000868978
QNT-14 window grid,night | us_dxy_broad|bdtanh|w120 | c2c,0.3975557332133438,0.3674326446681783,-0.03012308854516549
QNT-14 window grid,night | us_dxy_broad|bdtanh|w120 | o2o,0.4577857961504843,0.443982132966043,-0.013803663184441317
QNT-14 window grid,night | us_dxy_broad|bdtanh|w120 | day,-0.5106530133335472,-0.4553613504855459,0.0552916628480013
QNT-14 window grid,night | us_dxy_broad|bdtanh|w120 | ongap,-0.0974975672561257,-0.0873438743393818,0.010153692916743895
QNT-14 window grid,night | us_dxy_broad|bdtanh|w252 | c2c,0.5234667167221938,0.5023869438281724,-0.02107977289402141
QNT-14 window grid,night | us_dxy_broad|bdtanh|w252 | o2o,0.5743840213253927,0.5646927458283588,-0.009691275497033858
QNT-14 window grid,night | us_dxy_broad|bdtanh|w252 | day,-0.3756256513935232,-0.3295524722664776,0.046073179127045616
QNT-14 window grid,night | us_dxy_broad|bdtanh|w252 | ongap,0.3244080918185557,0.3533035155010176,0.028895423682461896
QNT-14 window grid,night | us_dxy_broad|rankc|w60 | c2c,0.1272410366742179,0.1102092696217223,-0.01703176705249561
QNT-14 window grid,night | us_dxy_broad|rankc|w60 | o2o,0.2427611010908952,0.1590208846362241,-0.08374021645467108
QNT-14 window grid,night | us_dxy_broad|rankc|w60 | day,-0.4278533729187139,-0.258666746793175,0.16918662612553892
QNT-14 window grid,night | us_dxy_broad|rankc|w60 | ongap,-0.3105741337224705,-0.4084145234952877,-0.09784038977281717
QNT-14 window grid,night | us_dxy_broad|rankc|w120 | c2c,0.3588266694844493,0.3476191905560102,-0.011207478928439096
QNT-14 window grid,night | us_dxy_broad|rankc|w120 | o2o,0.4203122337302857,0.4044606811035732,-0.015851552626712506
QNT-14 window grid,night | us_dxy_broad|rankc|w120 | day,-0.5121184782561593,-0.4522384386882225,0.059880039567936805
QNT-14 window grid,night | us_dxy_broad|rankc|w120 | ongap,-0.2059861645045446,-0.1644892191827667,0.04149694532177789
QNT-14 window grid,night | us_dxy_broad|rankc|w252 | c2c,0.5507478412286738,0.5206034242359747,-0.030144416992699097
QNT-14 window grid,night | us_dxy_broad|rankc|w252 | o2o,0.5703985141889885,0.5829860920078885,0.012587577818900075
QNT-14 window grid,night | us_dxy_broad|rankc|w252 | day,0.4137231779987192,0.425369112930208,0.0116459349314888
QNT-14 window grid,night | us_dxy_broad|rankc|w252 | ongap,0.1286491615975548,0.1929708896629385,0.0643217280653837
QNT-14 window grid,night | us_dxy_broad|signth|w60 | c2c,0.1649212937650102,0.0554015046012082,-0.10951978916380199
QNT-14 window grid,night | us_dxy_broad|signth|w60 | o2o,0.3101956408037605,0.0779541659453899,-0.2322414748583706
QNT-14 window grid,night | us_dxy_broad|signth|w60 | day,0.3373784757630996,-0.1626147757803839,-0.4999932515434835
QNT-14 window grid,night | us_dxy_broad|signth|w60 | ongap,-0.2290366845475692,-0.3830294321506329,-0.1539927476030637
QNT-14 window grid,night | us_dxy_broad|signth|w120 | c2c,0.3760370289681263,0.3057113047312925,-0.07032572423683381
QNT-14 window grid,night | us_dxy_broad|signth|w120 | o2o,0.4081100461049058,0.3815795905797494,-0.026530455525156427
QNT-14 window grid,night | us_dxy_broad|signth|w120 | day,0.3497370325622545,-0.416410663574193,-0.7661476961364475
QNT-14 window grid,night | us_dxy_broad|signth|w120 | ongap,-0.0154398383345102,-0.0188122906075376,-0.003372452273027399
QNT-14 window grid,night | us_dxy_broad|signth|w252 | c2c,0.4924011805971628,0.6422056230276794,0.14980444243051655
QNT-14 window grid,night | us_dxy_broad|signth|w252 | o2o,0.5749915983987134,0.6764126639663747,0.10142106556766128
QNT-14 window grid,night | us_dxy_broad|signth|w252 | day,-0.3971029123975405,-0.302365159178761,0.09473775321877947
QNT-14 window grid,night | us_dxy_broad|signth|w252 | ongap,0.4513502552561731,0.5498044141703805,0.09845415891420739
QNT-14 window grid,night | us_dxy_broad|dev|w60 | c2c,0.0123374375675329,0.0401361491036717,0.027798711536138797
QNT-14 window grid,night | us_dxy_broad|dev|w60 | o2o,0.0952778046880025,0.0446889272317155,-0.050588877456287
QNT-14 window grid,night | us_dxy_broad|dev|w60 | day,-0.3428308464034535,-0.2086371514312925,0.13419369497216102
QNT-14 window grid,night | us_dxy_broad|dev|w60 | ongap,-0.3487925999265915,-0.4115015230615669,-0.06270892313497539
QNT-14 window grid,night | us_dxy_broad|dev|w120 | c2c,0.1041777899786875,0.0838240561464461,-0.0203537338322414
QNT-14 window grid,night | us_dxy_broad|dev|w120 | o2o,0.157863945697603,0.1114061827450701,-0.04645776295253291
QNT-14 window grid,night | us_dxy_broad|dev|w120 | day,-0.3561719067166939,-0.2802508380971272,0.07592106861956671
QNT-14 window grid,night | us_dxy_broad|dev|w120 | ongap,-0.1285753724939171,-0.1503179471022494,-0.021742574608332316
QNT-14 window grid,night | us_dxy_broad|dev|w252 | c2c,0.2974825878295976,0.2493025077677566,-0.04818008006184099
QNT-14 window grid,night | us_dxy_broad|dev|w252 | o2o,0.3513109715154217,0.3028707758795467,-0.04844019563587498
QNT-14 window grid,night | us_dxy_broad|dev|w252 | day,0.4149276464411676,0.35313348449929,-0.06179416194187759
QNT-14 window grid,night | us_dxy_broad|dev|w252 | ongap,0.176013997482388,0.212803724121741,0.03678972663935301
QNT-14 window grid,night | us_real_10y|selfz|w60 | c2c,0.0710446236050156,-0.0622736683019425,-0.1333182919069581
QNT-14 window grid,night | us_real_10y|selfz|w60 | o2o,0.2049559404684869,0.0319937846724724,-0.17296215579601448
QNT-14 window grid,night | us_real_10y|selfz|w60 | day,0.5538701202315393,0.3732377153809944,-0.18063240485054488
QNT-14 window grid,night | us_real_10y|selfz|w60 | ongap,-0.3256245791205504,0.2674622219531559,0.5930868010737063
QNT-14 window grid,night | us_real_10y|selfz|w120 | c2c,0.0388466294271709,-0.0420846401018354,-0.08093126952900631
QNT-14 window grid,night | us_real_10y|selfz|w120 | o2o,0.1557311330648409,0.0092637425561783,-0.14646739050866261
QNT-14 window grid,night | us_real_10y|selfz|w120 | day,0.508097541661667,0.3591047032588467,-0.1489928384028203
QNT-14 window grid,night | us_real_10y|selfz|w120 | ongap,-0.1512412967677365,-0.2497396867684578,-0.0984983900007213
QNT-14 window grid,night | us_real_10y|selfz|w252 | c2c,0.1197257800513544,-0.0645935238191059,-0.1843193038704603
QNT-14 window grid,night | us_real_10y|selfz|w252 | o2o,0.2590260508115963,0.0920731351976926,-0.16695291561390369
QNT-14 window grid,night | us_real_10y|selfz|w252 | day,0.5187778236034988,0.3317361084249721,-0.1870417151785267
QNT-14 window grid,night | us_real_10y|selfz|w252 | ongap,0.0640413325505136,-0.0899097171632802,-0.1539510497137938
QNT-14 window grid,night | us_real_10y|robustz|w60 | c2c,-0.1543072043499365,0.2310648342998245,0.385372038649761
QNT-14 window grid,night | us_real_10y|robustz|w60 | o2o,-0.0371241100289758,0.1482498878941632,0.18537399792313902
QNT-14 window grid,night | us_real_10y|robustz|w60 | day,0.3743915967492194,0.1939334009006355,-0.1804581958485839
QNT-14 window grid,night | us_real_10y|robustz|w60 | ongap,-0.4296539743920944,0.3485613221361794,0.7782152965282738
QNT-14 window grid,night | us_real_10y|robustz|w120 | c2c,0.0397316030299302,0.2274270973555031,0.1876954943255729
QNT-14 window grid,night | us_real_10y|robustz|w120 | o2o,0.0560929437428977,0.1000980718270922,0.044005128084194496
QNT-14 window grid,night | us_real_10y|robustz|w120 | day,0.47316225791044,0.2680314525450336,-0.2051308053654064
QNT-14 window grid,night | us_real_10y|robustz|w120 | ongap,-0.2562543481247241,0.2947628347910566,0.5510171829157806
QNT-14 window grid,night | us_real_10y|robustz|w252 | c2c,0.0764303924713779,0.1845270472115142,0.1080966547401363
QNT-14 window grid,night | us_real_10y|robustz|w252 | o2o,0.0057278010435824,0.1222945684157493,0.1165667673721669
QNT-14 window grid,night | us_real_10y|robustz|w252 | day,0.3187806953582126,-0.2096004006380295,-0.5283810959962421
QNT-14 window grid,night | us_real_10y|robustz|w252 | ongap,-0.1163437753170042,0.0891517518756388,0.205495527192643
QNT-14 window grid,night | us_real_10y|bdtanh|w60 | c2c,-0.0400364823612398,-0.1305693173604136,-0.0905328349991738
QNT-14 window grid,night | us_real_10y|bdtanh|w60 | o2o,0.0899414781013388,-0.0665115326093678,-0.1564530107107066
QNT-14 window grid,night | us_real_10y|bdtanh|w60 | day,0.4762731505033029,0.2953705587308855,-0.18090259177241735
QNT-14 window grid,night | us_real_10y|bdtanh|w60 | ongap,-0.2750729878540026,0.2470882890803149,0.5221612769343175
QNT-14 window grid,night | us_real_10y|bdtanh|w120 | c2c,-0.0575423292959788,-0.102990469009173,-0.0454481397131942
QNT-14 window grid,night | us_real_10y|bdtanh|w120 | o2o,0.0555829085506437,-0.0656355974882863,-0.12121850603893
QNT-14 window grid,night | us_real_10y|bdtanh|w120 | day,0.3156934897105826,0.1775573755104793,-0.1381361142001033
QNT-14 window grid,night | us_real_10y|bdtanh|w120 | ongap,-0.0849886222710278,-0.1865305035902737,-0.10154188131924591
QNT-14 window grid,night | us_real_10y|bdtanh|w252 | c2c,0.0175714111116428,-0.054158744565166,-0.0717301556768088
QNT-14 window grid,night | us_real_10y|bdtanh|w252 | o2o,0.1617290319552309,-0.0037959121937226,-0.1655249441489535
QNT-14 window grid,night | us_real_10y|bdtanh|w252 | day,0.4573788217360767,0.2539195124179013,-0.2034593093181754
QNT-14 window grid,night | us_real_10y|bdtanh|w252 | ongap,0.0449804079759678,-0.059887084940922,-0.10486749291688979
QNT-14 window grid,night | us_real_10y|rankc|w60 | c2c,0.0153910883251877,-0.109198241331898,-0.12458932965708569
QNT-14 window grid,night | us_real_10y|rankc|w60 | o2o,0.124872303571909,0.034400822110458,-0.090471481461451
QNT-14 window grid,night | us_real_10y|rankc|w60 | day,0.5526192540280831,0.4130056928976214,-0.1396135611304617
QNT-14 window grid,night | us_real_10y|rankc|w60 | ongap,-0.3073376596690608,0.2537106317690214,0.5610482914380822
QNT-14 window grid,night | us_real_10y|rankc|w120 | c2c,0.0131552364411005,-0.1051722065202831,-0.1183274429613836
QNT-14 window grid,night | us_real_10y|rankc|w120 | o2o,0.1110928796733748,0.0115577507613923,-0.0995351289119825
QNT-14 window grid,night | us_real_10y|rankc|w120 | day,0.451560058423227,0.3433942593787668,-0.10816579904446022
QNT-14 window grid,night | us_real_10y|rankc|w120 | ongap,-0.1104301947902889,-0.2366845983494113,-0.1262544035591224
QNT-14 window grid,night | us_real_10y|rankc|w252 | c2c,0.084114549733873,0.0064848122464812,-0.0776297374873918
QNT-14 window grid,night | us_real_10y|rankc|w252 | o2o,0.1848988252236254,0.1183621223704342,-0.06653670285319122
QNT-14 window grid,night | us_real_10y|rankc|w252 | day,0.5106606634843003,0.388257730986026,-0.12240293249827428
QNT-14 window grid,night | us_real_10y|rankc|w252 | ongap,0.054107047441148,-0.1173359419749957,-0.1714429894161437
QNT-14 window grid,night | us_real_10y|signth|w60 | c2c,-0.06679313936028,-0.1004074818406318,-0.03361434248035179
QNT-14 window grid,night | us_real_10y|signth|w60 | o2o,-0.0696731636894985,0.0214756908002462,0.09114885448974469
QNT-14 window grid,night | us_real_10y|signth|w60 | day,0.3682937925188596,0.3454245412650259,-0.022869251253833656
QNT-14 window grid,night | us_real_10y|signth|w60 | ongap,-0.1617652793201275,-0.2892579775600334,-0.12749269823990592
QNT-14 window grid,night | us_real_10y|signth|w120 | c2c,-0.0205042253724646,-0.1951903993921956,-0.174686174019731
QNT-14 window grid,night | us_real_10y|signth|w120 | o2o,0.1155546025421771,-0.085779364380899,-0.2013339669230761
QNT-14 window grid,night | us_real_10y|signth|w120 | day,0.2952812646940168,0.1135922975149727,-0.1816889671790441
QNT-14 window grid,night | us_real_10y|signth|w120 | ongap,-0.008232254009251,-0.2016963685364059,-0.1934641145271549
QNT-14 window grid,night | us_real_10y|signth|w252 | c2c,0.0340596748313446,0.0630888098767625,0.029029135045417903
QNT-14 window grid,night | us_real_10y|signth|w252 | o2o,0.067392621594343,0.0397720485653186,-0.027620573029024403
QNT-14 window grid,night | us_real_10y|signth|w252 | day,0.4493351816455965,0.42804923612954,-0.021285945516056504
QNT-14 window grid,night | us_real_10y|signth|w252 | ongap,0.0911322563386896,-0.1032306655582464,-0.194362921896936
QNT-14 window grid,night | us_real_10y|dev|w60 | c2c,0.0420664137734982,-0.0636810946704284,-0.10574750844392661
QNT-14 window grid,night | us_real_10y|dev|w60 | o2o,0.1640373377734086,0.0036005858709584,-0.1604367519024502
QNT-14 window grid,night | us_real_10y|dev|w60 | day,0.5439352406927518,0.3816214949006916,-0.1623137457920602
QNT-14 window grid,night | us_real_10y|dev|w60 | ongap,-0.2230533186133523,-0.3582602293416195,-0.13520691072826718
QNT-14 window grid,night | us_real_10y|dev|w120 | c2c,0.1040785314563998,0.0334398385280862,-0.0706386929283136
QNT-14 window grid,night | us_real_10y|dev|w120 | o2o,0.2203709000774714,0.0847213054627206,-0.1356495946147508
QNT-14 window grid,night | us_real_10y|dev|w120 | day,0.4538005526381727,0.3066040508119749,-0.1471965018261978
QNT-14 window grid,night | us_real_10y|dev|w120 | ongap,0.0257349634954707,-0.100102330505749,-0.1258372940012197
QNT-14 window grid,night | us_real_10y|dev|w252 | c2c,0.2248620035877658,0.1539907491360836,-0.07087125445168221
QNT-14 window grid,night | us_real_10y|dev|w252 | o2o,0.3362021608370456,0.1968421183417472,-0.13936004249529843
QNT-14 window grid,night | us_real_10y|dev|w252 | day,0.5137108901161042,0.3807699566950328,-0.13294093342107138
QNT-14 window grid,night | us_real_10y|dev|w252 | ongap,0.2216212625537517,0.0739427123606949,-0.1476785501930568
QNT-14 window grid,night | us_breakeven_10y|selfz|w60 | c2c,0.1712856224264749,0.0454942069201153,-0.1257914155063596
QNT-14 window grid,night | us_breakeven_10y|selfz|w60 | o2o,0.0803402214426803,0.1018005055670549,0.021460284124374604
QNT-14 window grid,night | us_breakeven_10y|selfz|w60 | day,0.0118532471314832,-0.1343462340469517,-0.1461994811784349
QNT-14 window grid,night | us_breakeven_10y|selfz|w60 | ongap,-0.0684710193513562,-0.0763347437616347,-0.007863724410278494
QNT-14 window grid,night | us_breakeven_10y|selfz|w120 | c2c,0.1937419187765066,0.0776895372314654,-0.11605238154504119
QNT-14 window grid,night | us_breakeven_10y|selfz|w120 | o2o,0.096909646845654,0.1578130433115498,0.06090339646589581
QNT-14 window grid,night | us_breakeven_10y|selfz|w120 | day,-0.0163749359014802,-0.1861177950766482,-0.169742859175168
QNT-14 window grid,night | us_breakeven_10y|selfz|w120 | ongap,-0.0368705831690856,-0.0064851450614188,0.0303854381076668
QNT-14 window grid,night | us_breakeven_10y|selfz|w252 | c2c,0.1632568177704155,0.0476234559196307,-0.11563336185078481
QNT-14 window grid,night | us_breakeven_10y|selfz|w252 | o2o,0.1018471298604579,0.1294704814599222,0.027623351599464316
QNT-14 window grid,night | us_breakeven_10y|selfz|w252 | day,-0.1008887829576503,-0.2261141864877336,-0.1252254035300833
QNT-14 window grid,night | us_breakeven_10y|selfz|w252 | ongap,-0.0634755350691087,-0.1082188234598596,-0.044743288390750896
QNT-14 window grid,night | us_breakeven_10y|robustz|w60 | c2c,0.1902300414999077,0.0819454876051015,-0.1082845538948062
QNT-14 window grid,night | us_breakeven_10y|robustz|w60 | o2o,0.1191012880902646,0.1415492376263834,0.02244794953611881
QNT-14 window grid,night | us_breakeven_10y|robustz|w60 | day,-0.061568197888394,-0.1987551190727016,-0.1371869211843076
QNT-14 window grid,night | us_breakeven_10y|robustz|w60 | ongap,-0.0867560119997536,-0.1376692830267462,-0.0509132710269926
QNT-14 window grid,night | us_breakeven_10y|robustz|w120 | c2c,0.1412038808201145,0.0222174922124061,-0.11898638860770841
QNT-14 window grid,night | us_breakeven_10y|robustz|w120 | o2o,0.0498874664793915,0.099129256826727,0.04924179034733551
QNT-14 window grid,night | us_breakeven_10y|robustz|w120 | day,-0.0204263114974171,-0.1876246878368039,-0.16719837633938678
QNT-14 window grid,night | us_breakeven_10y|robustz|w120 | ongap,-0.0612912310216161,-0.065800322509677,-0.004509091488060904
QNT-14 window grid,night | us_breakeven_10y|robustz|w252 | c2c,0.0534062627558201,-0.0336868919629527,-0.0870931547187728
QNT-14 window grid,night | us_breakeven_10y|robustz|w252 | o2o,0.002402780747245,0.0399234726209814,0.0375206918737364
QNT-14 window grid,night | us_breakeven_10y|robustz|w252 | day,-0.1287225441470118,-0.2335356335772233,-0.10481308943021148
QNT-14 window grid,night | us_breakeven_10y|robustz|w252 | ongap,-0.0022763460522887,-0.1108854576899483,-0.1086091116376596
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w60 | c2c,0.1409181642266473,0.0515555761739149,-0.0893625880527324
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w60 | o2o,0.0113418233316385,0.0885653899260796,0.0772235665944411
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w60 | day,0.0723919498153376,-0.1147732495956122,-0.1871651994109498
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w60 | ongap,-0.0767936060100893,-0.0884283346097559,-0.011634728599666591
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w120 | c2c,0.129760160900291,-0.0085585608195125,-0.1383187217198035
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w120 | o2o,-0.0224756005493979,0.0723544771911603,0.0948300777405582
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w120 | day,0.0709899741325411,-0.1585815891500372,-0.2295715632825783
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w120 | ongap,-0.0586038056426673,-0.0289032922243605,0.029700513418306804
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w252 | c2c,0.0880627638055325,-0.033877436268429,-0.1219402000739615
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w252 | o2o,-0.0181427625712262,0.0546833270768101,0.0728260896480363
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w252 | day,0.003939191412444,-0.1857045101527124,-0.1896437015651564
QNT-14 window grid,night | us_breakeven_10y|bdtanh|w252 | ongap,-0.1146482127981302,-0.1657887401934775,-0.0511405273953473
QNT-14 window grid,night | us_breakeven_10y|rankc|w60 | c2c,0.2001844784912941,-0.0153945213356944,-0.2155789998269885
QNT-14 window grid,night | us_breakeven_10y|rankc|w60 | o2o,0.0677544942990837,0.0642349216149563,-0.003519572684127406
QNT-14 window grid,night | us_breakeven_10y|rankc|w60 | day,0.0243766381697083,-0.181980429455118,-0.2063570676248263
QNT-14 window grid,night | us_breakeven_10y|rankc|w60 | ongap,-0.0600934327020717,-0.0950237058622456,-0.03493027316017389
QNT-14 window grid,night | us_breakeven_10y|rankc|w120 | c2c,0.131125471437327,-0.013210581339003,-0.14433605277633
QNT-14 window grid,night | us_breakeven_10y|rankc|w120 | o2o,-0.0164919302328549,0.0557002866920322,0.0721922169248871
QNT-14 window grid,night | us_breakeven_10y|rankc|w120 | day,0.0728857436426549,-0.1581654948512667,-0.23105123849392162
QNT-14 window grid,night | us_breakeven_10y|rankc|w120 | ongap,-0.0776229672719607,-0.0692645116446891,0.00835845562727161
QNT-14 window grid,night | us_breakeven_10y|rankc|w252 | c2c,0.0865339338665918,-0.0594803889909356,-0.1460143228575274
QNT-14 window grid,night | us_breakeven_10y|rankc|w252 | o2o,-0.0380651274656781,0.0134298268197404,0.0514949542854185
QNT-14 window grid,night | us_breakeven_10y|rankc|w252 | day,0.0245843128233287,-0.1883518741312215,-0.21293618695455022
QNT-14 window grid,night | us_breakeven_10y|rankc|w252 | ongap,-0.0649802381566642,-0.1520333543924676,-0.08705311623580339
QNT-14 window grid,night | us_breakeven_10y|signth|w60 | c2c,0.1432909606219719,0.0442974084336646,-0.09899355218830731
QNT-14 window grid,night | us_breakeven_10y|signth|w60 | o2o,0.0689871517715545,0.0579791880591967,-0.0110079637123578
QNT-14 window grid,night | us_breakeven_10y|signth|w60 | day,-0.0504026607814571,-0.1433219750486729,-0.09291931426721578
QNT-14 window grid,night | us_breakeven_10y|signth|w60 | ongap,-0.0548668065308316,-0.1798078218449198,-0.12494101531408822
QNT-14 window grid,night | us_breakeven_10y|signth|w120 | c2c,-0.0404412427812159,0.1923785320210805,0.23281977480229638
QNT-14 window grid,night | us_breakeven_10y|signth|w120 | o2o,0.1237864939556726,-0.1648598471416379,-0.28864634109731047
QNT-14 window grid,night | us_breakeven_10y|signth|w120 | day,0.1554105393227676,-0.0545894075094449,-0.20999994683221251
QNT-14 window grid,night | us_breakeven_10y|signth|w120 | ongap,-0.1504906958657541,-0.0962453818481991,0.05424531401755499
QNT-14 window grid,night | us_breakeven_10y|signth|w252 | c2c,0.0750752739919371,0.0971858638325737,0.022110589840636602
QNT-14 window grid,night | us_breakeven_10y|signth|w252 | o2o,0.0039056266420275,0.0650648091085999,0.06115918246657239
QNT-14 window grid,night | us_breakeven_10y|signth|w252 | day,-0.013134335426,-0.1226961507017183,-0.1095618152757183
QNT-14 window grid,night | us_breakeven_10y|signth|w252 | ongap,-0.0886075312491772,-0.0617540935398535,0.026853437709323698
QNT-14 window grid,night | us_breakeven_10y|dev|w60 | c2c,0.1172888796744568,0.0378833695181565,-0.07940551015630029
QNT-14 window grid,night | us_breakeven_10y|dev|w60 | o2o,0.0509069532236985,0.0782737970956516,0.027366843871953102
QNT-14 window grid,night | us_breakeven_10y|dev|w60 | day,-0.0574902785745458,-0.1699204054409657,-0.1124301268664199
QNT-14 window grid,night | us_breakeven_10y|dev|w60 | ongap,-0.0931318440809801,-0.1094639612628585,-0.016332117181878394
QNT-14 window grid,night | us_breakeven_10y|dev|w120 | c2c,0.0773635907422924,-0.0168570127374252,-0.0942206034797176
QNT-14 window grid,night | us_breakeven_10y|dev|w120 | o2o,0.0221912292461955,0.0577090355581317,0.0355178063119362
QNT-14 window grid,night | us_breakeven_10y|dev|w120 | day,-0.0870623873717514,-0.1880624934619082,-0.1010001060901568
QNT-14 window grid,night | us_breakeven_10y|dev|w120 | ongap,-0.0354701923869059,-0.0636124090704726,-0.028142216683566694
QNT-14 window grid,night | us_breakeven_10y|dev|w252 | c2c,0.0735175656826504,-0.0289731232890024,-0.1024906889716528
QNT-14 window grid,night | us_breakeven_10y|dev|w252 | o2o,0.0292164853401534,0.0368853800460944,0.007668894705941003
QNT-14 window grid,night | us_breakeven_10y|dev|w252 | day,-0.0727775502865341,-0.1693030226670955,-0.09652547238056139
QNT-14 window grid,night | us_breakeven_10y|dev|w252 | ongap,-0.0444692373528965,-0.1154602864590947,-0.0709910491061982
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w60 | c2c,0.0874101276210031,-0.0022915837905516,-0.0897017114115547
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w60 | o2o,0.141405551300165,0.065629012510554,-0.07577653878961099
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w60 | day,0.0197237495846843,0.0946500956715278,0.0749263460868435
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w60 | ongap,-0.1763053474778718,-0.1592002375304283,0.017105109947443492
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w120 | c2c,0.1455866746250953,0.0777491972974314,-0.0678374773276639
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w120 | o2o,0.2300654026452679,0.1370990898031197,-0.09296631284214821
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w120 | day,0.060511114346641,0.1892910529277235,0.1287799385810825
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w120 | ongap,0.054626180160366,0.032828554284706,-0.021797625875660004
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w252 | c2c,0.1754624497590242,0.0671184884425921,-0.10834396131643209
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w252 | o2o,0.2183946109738525,0.1289424457279588,-0.0894521652458937
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w252 | day,-0.0022238447097389,0.0651512173052191,0.06737506201495799
QNT-14 window grid,night | us_breakeven_5y5y|selfz|w252 | ongap,0.06246498979208,0.0815534054043219,0.019088415612241907
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w60 | c2c,0.2407976780803438,0.1669280558699535,-0.07386962221039031
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w60 | o2o,0.3039467334980229,0.2508470439502948,-0.053099689547728146
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w60 | day,-0.0443077508093351,0.0269534467825461,0.0712611975918812
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w60 | ongap,-0.1742222053187118,-0.0756608177253566,0.0985613875933552
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w120 | c2c,0.1475337632965663,0.0309771366122484,-0.1165566266843179
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w120 | o2o,0.1922702055182902,0.1013876855037502,-0.09088252001453999
